question1_stemmed,question2_stemmed,scores,is_duplicate
whole world one religion could think world peac,whole world follow one religion would peac,0.5801330271442869,1
get rid mosquito bite quick,get rid mosquito bite mark,0.6694188517266485,1
tywin sleep shae pure spite,tywin sleep shae storm sword,0.43161341897075145,1
like third non primari person polyamor relationship,like third wheel polyamor relationship,0.5193879933129156,1
nato cia behind turkey fail coup turkey purg nato militari envoy,would nato defend turkey russia attack,0.27209025849698143,0
effici program algorithm solv sudoku puzzl,puzzl similar sudoku,0.31878402175377923,0
get macbook motherboard repair kolkata,get macbook r repair kolkata,0.8181802073667197,0
theori life,theori life,0.9999999999999998,0
nissan sentra good car,get toyota corolla honda civic nissan sentra first car consid 2003 2007,0.29505871904131714,0
altern healthprof com,altern thebetafamili com,0.5031026124151314,0
like black guy date indian girl,black guy like date indian girl,1.0000000000000002,1
mutual fund exampl,mutual fund,0.7092972666062738,1
modern touchscreen work,touchscreen use underwat,0.20199309249791833,0
countri technolog advanc germani japan,best place visit japan get feel latest technolog advanc,0.2952675553824053,0
best movi 2016,best film 2016,0.5031026124151314,1
proof quantum entangl,quantum entangl,0.7092972666062738,0
find new piano teacher replac current one,find easi mani task time parent teacher advis one thing time attitud right chang,0.1696669005742377,0
function gear box,advantg constant mesh gear box slide mesh gear box,0.42941085663405565,0
worri peopl think,ever care peopl think,0.4112070550676187,1
differ uberx uber black uber taxi,uber compar taxi new york citi,0.2884323625475322,0
burn dvd movi use window 10 pleas read descript answer,high pitch bollywood music song,0.0,0
quora claim question need improv,quora keep tell question need improv,0.5803329846765685,1
comment girl like,right thing break engag girl friend see comment detail,0.2521387069452626,0
differ b tree b tree,differ b tree b tree,0.9999999999999999,1
equat calcul gdp factor cost,signific calcul gdp factor cost gdp produc price,0.5689275447725676,0
univers limelight network recruit new grad major look,univers extrem network recruit new grad major look,0.7799154245579976,0
term reput mcgill univers compar ivi leagu,much cost fund ivi leagu degre,0.18443191662261305,0
mean financi statement analysi,need financi statement analysi,0.6029748160380572,0
take batteri iphon 4,take batteri iphon 4,1.0000000000000002,1
name inder cerif tri fill applic form last name requir,nazi occup french school children taught,0.0,0
best laptop 20k today fast smooth,best laptop could buy 20k,0.38087260847594373,1
human impact biodivers,human impact biodivers,1.0000000000000002,1
time travel alter time univers spot,feel travel airplan first time,0.32237680559985193,0
peopl need rikshaw stand troubl due,want move ’ know program want program career path,0.0,0
type wildlif nativ turkey,anim nativ countri turkey,0.3360969272762575,1
need notifi airlin counter replica air pistol rifl check baggag intern flight,famili expir bi b2 visa use reappli renew,0.0,0
realli hack facebook,hack facebook,0.7092972666062738,1
view indian govern decis fight black money scrap 500 rupe 1000 rupe note,go rammif indian govern decis affect invalid ₹500 ₹1000 currenc note,0.3088048415820829,1
retriev discard draft gmail,gmail retriev gmail draft,0.732104920251224,0
much time peopl spend quora,much time quora take day,0.43161341897075145,1
2 5 eye power fit criteria 6 9 vision exact eye vision fit,vision eyesight 4 5 eye number larg mean,0.27209025849698143,0
erectil dysfunct treat,overcom erectil dysfunct due masturb,0.3563004293331381,1
still learn new languag childhood,new languag still creat,0.5101490193104813,0
hardest period life get,hardest time seen get,0.3360969272762575,1
best place visit world best place visit india best place visit bihar,best place india visit,0.8845656243315256,0
coupl 5 son went picnic son 7 sister sister 3 babi total mani peopl went picnic,mani picnic sign venic,0.20326680240243106,0
import biochemistri agricultur,aman goel choos master ’ top colleg usa instead decid work,0.0,0
googl purchas twitter,googl acquir twitter,0.5031026124151314,1
exampl sentenc use word accept,exampl sentenc use word percept,0.6694188517266485,0
strategi clear ibp po,prepar prelim exam ibp po,0.29121941856368966,1
ethic dilemma,ethic dilemma,0.9999999999999998,0
ban 500 1000 rupe note solv black money problem,would demonet 500 1000 rupe note actual help curb black money india,0.41120705506761873,1
trump support believ donald trump get platform congress,think donald trump get much support,0.49321500174512145,0
pakistan worst democraci world,democraci kind democraci exist pakistan,0.4110653709825173,0
univers rewind die mean get reborn,happen soul leav bodi,0.0,0
much ola mini cab earn averag per month investor point view mumbai,much ola mini cab earn averag per month investor point view bangalor,0.8477624970048973,0
happen question quora mark need improv,ask quora question someth mark need improv,0.6327904583679949,1
icloud backup app,remov app icloud,0.5031026124151314,0
delet old facebook account forgot password,get instagram forgot email facebook password,0.3360969272762574,1
oper qualiti,oper qualiti,0.9999999999999998,1
possibl root io android phone,possibl instal io android phone,0.6694188517266485,1
creativ innov busi idea less invest india,best busi idea minimum invest,0.34464214103805474,1
legal traffic polic stand middl road stop vehicl,legal traffic polic stand middl road stop vehicl,0.9999999999999999,1
european societi ignor slaughter cruelti preform arakan,late 2015 earli 2016 unit kingdom want leav european union peopl want quit eu,0.05040125896780565,0
clever hip hop one liner time,hardest hip hop rap song time,0.3360969272762574,0
steal steal thief,steal steal thief,0.9999999999999999,1
quasi contract exampl,exampl essenti valid contract,0.4112070550676187,0
benefici learn solidwork catia,softwar like solidwork catia pro e differ applic best one,0.20608363501393823,0
regist car fail inspect,live wa look bring muscl car anoth state car bigger motor willthi mean regist,0.23787564800407068,0
best modular kitchen india,best modular kitchen bangalor,0.6029748160380572,0
girl date call anoth name twice matter 2 month bad sign,late twenti everi time start date girl disappear 1 2 month stop answer call text go,0.20613696606828608,0
send resum,compani send resum,0.7092972666062738,0
know boy love,tell girlfriend realli love,0.17077611319011649,0
differ shia shiit,way ismaili sect differ shia group,0.31878402175377923,0
tea danger boil water plastic electr kettl,avoid hot tea plastic cup,0.20613696606828605,0
make healthi home made pizza,make healthi pizza recip,0.5101490193104813,1
one read learn philosophi,book read learn philosophi,0.6029748160380572,1
cost replac brake bicycl,averag cost replac brake rotor,0.5101490193104813,0
hillari clinton win berni sander support,2016 u presidenti elect would hillari clinton support support berni sander nomin,0.5373108407931385,0
role sale offic icici bank,icici bank good place work,0.2523342014336961,0
set unset cooki use jqueri exampl creat cooki name somenam set valu somevalu,creat custom error handler php set error handler still get fatal error display stop,0.08691432120386375,0
zee news bjp own channel,zee news anti aap,0.29121941856368966,1
one deal break,deal first break,0.5031026124151314,0
guy chest size 38 hip size 41 want reduc hip size,exercis help reduc weight arm,0.05543618957411839,0
nativ english speaker,speak english like celebr,0.17077611319011649,1
write beauti introduct essay,write introduct essay,0.7765145304745156,1
peopl myanmar think indian,peopl think indian women,0.6029748160380572,0
best thing buy amazon,best thing buy 2€ amazon,1.0,0
side dish go well hamburg,side dish would go well lamb chop,0.5193879933129156,0
get best assist sydney properti purchas,get knowledg assist transfer properti sydney,0.5031026124151313,1
ever experienc anyth supernatur paranorm,paranorm event experienc scienc can not explain,0.20613696606828605,0
improv digest,improv digest,0.9999999999999998,1
perman retain need wear remov one,safe floss perman retain,0.2605556710562624,0
publish these dentistri intern librari thesi,publish these educ intern librari thesi,0.7168117414430624,0
cyanid happi comic countri,best cyanid happi comic,0.6029748160380572,1
204 8 503 13 305 11 907 25 705,multipli fraction python,0.0,0
drawback network address translat nat overcom ip masquerad,nat stand,0.15055696960204948,0
cold air denser hot air temperatur decreas altitud rise,physic pollut air denser cold air,0.4773595640217164,0
lymph node form,lymph node,0.7092972666062738,0
buy tesla share stock,buy stock,0.5797386715376657,0
world second largest countri term popul win medal olymp,india second largest popul olymp medal like china us,0.3875569814434229,1
favourit meal,favourit meal,0.9999999999999998,1
find list compani could possibl buy stock,want connect,0.0,0
pizza popular order pizza domino menu,mani calori domino pizza,0.3720557314537372,0
power nine magic,power 9 card magic gather,0.4112070550676187,0
good book jee main,best book practic jee main,0.5101490193104813,1
seven wonder world refer wonder,seven wonder world,0.8177583245211001,0
start prepar ilt,one look thing diagnost statist manual mental disord dsm book cost 250 dollar,0.0,0
know someon black magic,know look someon black magic,0.8181802073667197,0
lyric vivr san temp mort doubl dagger,favorit top 10 list “ sun ” song,0.0,0
